"fid","QID","name","lifespan","article","age_at_death","birth_country","children","siblings"
"G61J-2XT",NA,"Sir Alexander de Percy","1281 - 1342",NA,61,"UK:Great Britain",2,1
"9CXP-LYC",NA,"John , Lord De Eton Lord","Unknown - 1415",NA,NA,"UK:Great Britain",1,0
"9CXP-LBY",NA,"Beatrice Unknown (wife of John de Eton)","Unknown - Unknown",NA,NA,NA,1,0
"G39S-9VL",NA,"John Eaton","1357 - Unknown",NA,NA,NA,1,0
"GNJM-SMM",NA,"Thomas De Ashton","1309 - 1346",NA,37,"UK:Great Britain",1,2
"G8T5-6M3",NA,"Eleanor Bumbley","1300 - 1360",NA,60,"UK:Great Britain",2,0
"GQ2V-C91",NA,"Alan de Winton","1250 - 1280",NA,30,"UK:Great Britain",2,0
"G829-SGG",NA,"Margaret De Bothwell","1262 - 1280",NA,18,"UK:Great Britain",2,0
"GL15-ZXN",NA,"John Seton 1st Baron Parbroath","1298 - 1327",NA,29,"UK:Great Britain",2,8
"GQ2V-XFL",NA,"Mrs. Christian Cheyne Seton","1280 - 1360",NA,80,"UK:Great Britain",1,0
"LKZC-TCY",NA,"Sir Malcolm Fleming","1310 - 1395",NA,85,"UK:Great Britain",2,0
"G9GQ-24B",NA,"Christina Keith","1319 - 1380",NA,61,"UK:Great Britain",7,4
"GNJY-5SZ",NA,"John Crichton","1278 - 1357",NA,79,"UK:Great Britain",1,1
"GXHG-Y3P",NA,"Isabel Leslie","1280 - 1357",NA,77,"UK:Great Britain",1,0
"G9GQ-GZM",NA,"Robert Maitland","1287 - 1346",NA,59,"UK:Great Britain",4,0
"GNH4-75Z",NA,"George Abernethy 5th Laird of Saltoun","1340 - 1388",NA,48,"UK:Great Britain",2,3
"GZ2L-JFJ",NA,"Mary Graham","1343 - 1372",NA,29,"UK:Great Britain",1,0
"LVXD-5D1",NA,"Gilbert de Pêche IV","1305 - 1349",NA,44,"UK:Great Britain",3,1
"L5NP-5P7",NA,"Joan de Weyland","1300 - 1342",NA,42,"UK:Great Britain",5,0
"GFBK-GWP",NA,"Thomas Shelley","1304 - Unknown",NA,NA,"UK:Great Britain",1,0
"2YGB-28B",NA,"John Rolfe","1330 - Unknown",NA,NA,"UK:Great Britain",1,0
"MZFS-PHH",NA,"Sir Geoffrey Dethick","1322 - 1352",NA,30,"UK:Great Britain",6,3
"933G-PPH",NA,"Ithel Llwyd ab Ithel Gam Hen of Tegaingl","1190 - 1254",NA,64,"UK:Great Britain",2,0
"L5PS-HN3",NA,"Tibod ferch Rhirid","1170 - 1269",NA,99,"UK:Great Britain",3,1
"L8QM-KW9",NA,"Richard Ap Cadawallader Lord Of Ceredigi","1150 - 1190",NA,40,"UK:Great Britain",7,2
"G613-C5Q",NA,"Annes ferch Gwyn ""Ddistain"" x","1155 - Unknown",NA,NA,"UK:Great Britain",7,1
"G9RN-59G",NA,"Walter Vaughan Rosser 'Gwalter Sais'","1320 - 1378",NA,58,"UK:Great Britain",2,0
"GNT9-FQX",NA,"Florence de Bredawardine","1315 - 1341",NA,27,"UK:Great Britain",1,5
"L6YC-3FG",NA,"John del Hurste","1340 - 1410",NA,70,"UK:Great Britain",2,0
"G8RP-724",NA,"Isabelle Del Hurst","1340 - Unknown",NA,NA,"UK:Great Britain",2,0
"LD39-5RP",NA,"Richard de Aston","1265 - 1343",NA,78,"UK:Great Britain",4,1
"LVTD-823",NA,"Lady Anabella de Rode","1274 - 1305",NA,31,"UK:Great Britain",3,3
"LDZ2-7NJ",NA,"Hugh Dutton 8th Lord Dutton","1245 - 1294",NA,49,"UK:Great Britain",7,4
"G39C-Z65",NA,"Joan St. Pierre","1255 - 1298",NA,43,"UK:Great Britain",4,5
"LZHL-98X",NA,"Lord Henry de Beeston","1290 - 1342",NA,52,"UK:Great Britain",3,0
"LHRG-3M5",NA,"Ellen","1292 - 1335",NA,43,"UK:Great Britain",3,0
"MMDV-ZWJ",NA,"Randle de Stocke","1280 - Unknown",NA,NA,"UK:Great Britain",2,0
"KZ4L-5HJ",NA,"Rosa de Minshull","1280 - Unknown",NA,NA,"UK:Great Britain",2,3
"M1TW-29X",NA,"John de Codinton","Unknown - 1384",NA,NA,NA,1,0
"GS9B-CLM",NA,"Matthew de Hulgreve","1245 - 1350",NA,105,"UK:Great Britain",3,3
"GS9B-DCW",NA,"Mabel Bunbury","1250 - 1310",NA,60,"UK:Great Britain",3,9
"M1TW-2WB",NA,"William de Spurstow","1294 - Unknown",NA,NA,"UK:Great Britain",2,0
"LX3K-6FG",NA,"Brereton","Unknown - Unknown",NA,NA,NA,2,0
"GJ8C-VDS",NA,"Sir Richard Bosley","1263 - 1307",NA,44,"UK:Great Britain",2,0
"LZ6B-3KP",NA,"Lady Jane Pulford","1268 - Unknown",NA,NA,"UK:Great Britain",2,0
"GX1V-GCR",NA,"Sir John de Saint Pierre","1257 - Unknown",NA,32,"UK:Great Britain",5,5
"GLMJ-N3T",NA,"Katherine Dutton","1259 - 1293",NA,34,"UK:Great Britain",5,4
"LWTF-76K",NA,"Peter Corbet","1229 - 1300",NA,71,"UK:Great Britain",5,10
"G8TZ-258",NA,"Alice de Orreby","1251 - 1317",NA,66,"UK:Great Britain",4,1
"GMFR-X68",NA,"Sir Knt. John d'Arderne I","1266 - 1308",NA,41,NA,10,7
"L78D-QB1",NA,"Margaret ferch Gruffudd","1261 - 1314",NA,53,"UK:Great Britain",9,5
"LVJY-LLQ",NA,"John de Bromley of Baddington","1292 - 1359",NA,67,"UK:Great Britain",16,5
"G8WY-8TC",NA,"Joan de Baddington","1295 - 1320",NA,25,"UK:Great Britain",8,0
"GXFG-QYG",NA,"Matthew Chetilton","1310 - 1363",NA,53,NA,3,0
"GXFG-QRH",NA,"Joan Clifton","1320 - 1370",NA,50,"UK:Great Britain",3,1
"G7GD-VLQ",NA,"John Mychael Lennard","1320 - Unknown",NA,NA,"UK:Great Britain",1,0
"G6KX-V84",NA,"Mrs John Mychael Lennard","Unknown - Unknown",NA,NA,NA,1,0
"G8YC-FFW",NA,"David le Bird","1270 - 1291",NA,21,"UK:Great Britain",5,0
"GZ96-1B3",NA,"Mabel de Broxton","1253 - 1321",NA,68,"UK:Great Britain",5,1
"K2MW-VV2",NA,"William de Bickerton","1254 - Unknown",NA,NA,"UK:Great Britain",3,0
"G9Q8-QSK",NA,"Ellen","1260 - Unknown",NA,NA,"UK:Great Britain",3,0
"GQRJ-9G5",NA,"William de Weston","1327 - Unknown",NA,NA,"UK:Great Britain",5,2
"LW6R-Y5Z",NA,"Agness de Climpsfold de Weston","1333 - 1357",NA,25,"UK:Great Britain",4,0
"GW2L-TFJ",NA,"John Leghe II","1300 - 1380",NA,80,"UK:Great Britain",1,0
"GW2G-442",NA,"Agnes Northwode","1310 - 1370",NA,60,"UK:Great Britain",1,1
"9WGJ-5WT","Q16240140","Sir John Sutton III","1329 - 1369","https://en.wikipedia.org/wiki/John_Sutton_III",40,"UK:Great Britain",4,2
"9ZCC-8MX",NA,"Katherine Stafford","1348 - Unknown",NA,NA,"UK:Great Britain",3,8
"9SQ3-QFQ",NA,"Mocking","1280 - Unknown",NA,NA,"UK:Great Britain",1,0
"G669-DQB",NA,"John Gaynsford II","1337 - 1358",NA,22,"UK:Great Britain",1,0
"GQNT-JGW",NA,"Cristina","1341 - 1432",NA,91,"UK:Great Britain",1,0
"G433-Y9G",NA,"Sir Nicholas Swanson ,Knight","1350 - 1400",NA,50,"UK:Great Britain",1,0
"GDZ1-FMB",NA,"Mrs. Nicholas Swanson","1354 - Unknown",NA,NA,"UK:Great Britain",1,0
"KJ2M-NYD",NA,"Henry Bunne","1355 - Unknown",NA,NA,"UK:Great Britain",2,0
"GH1X-4CD",NA,"Elizabeth Donnelly","1356 - Unknown",NA,NA,"UK:Great Britain",2,0
"GF3S-H9W",NA,"Richard Winter","1325 - 1350",NA,25,"UK:Great Britain",1,0
"GS7C-6L2",NA,"Margaret Burghill","1320 - 1350",NA,30,"UK:Great Britain",1,0
"9345-FXD",NA,"Walter de Hungerford III","1260 - 1308",NA,48,"UK:Great Britain",2,0
"GGJM-WHT",NA,"Maude Heytesbury","1274 - 1314",NA,40,"UK:Great Britain",2,0
"GLLN-YHP",NA,"Sir Adam FitzJohn","1286 - 1316",NA,30,"UK:Great Britain",1,0
"G9SK-NQ1",NA,"Catherine Arundel","1292 - 1340",NA,48,"UK:Great Britain",1,0
"LRPX-ST2",NA,"Sir John Whyton","1299 - 1375",NA,76,"UK:Great Britain",1,0
"GVFM-PK8",NA,"Lady Elizabeth Fitzjohn","1299 - Unknown",NA,NA,"UK:Great Britain",1,0
"G8ZL-X11",NA,"James Peverell","1280 - 1314",NA,34,"UK:Great Britain",2,1
"KG9R-SL8",NA,"Margaret de Cornwall","1280 - 1348",NA,68,"UK:Great Britain",3,1
"LBL8-CST",NA,"John Cobham","1262 - 1335",NA,73,"UK:Great Britain",4,1
"LJ2H-SCF",NA,"Amicia Bolhay","1280 - 1335",NA,55,"UK:Great Britain",4,0
"LZFH-2ZK",NA,"Sir John de Moels","1304 - Unknown",NA,33,"UK:Great Britain",2,4
"L4QV-88Q",NA,"Lord Reginald de Mohun","1303 - 1347",NA,44,"UK:Great Britain",1,6
"LDYZ-MP3",NA,"Elizabeth Fitzwilliam","Unknown - 1341",NA,53,"UK:Great Britain",1,0
"GNTP-J81",NA,"John Wallace","1316 - Unknown",NA,NA,"UK:Great Britain",4,0
"GJT1-LVW",NA,"Margaret De Lindsay","1320 - Unknown",NA,NA,"UK:Great Britain",5,0
"GDZ6-Q18",NA,"Malcolm Thomas Wallace","1335 - 1413",NA,78,"UK:Great Britain",1,0
"9W9S-K5F",NA,"Lady Elizabeth Helen Baillie","1338 - 1374",NA,36,"UK:Great Britain",1,1
"GVX9-Z8D",NA,"John de Home","1318 - 1385",NA,67,"UK:Great Britain",2,1
"GDXD-MMC",NA,"Ada de Dunbar","1325 - Unknown",NA,NA,"UK:Great Britain",1,0
"GDL7-R4W",NA,"Nicholas Pepdie","1320 - 1385",NA,65,"UK:Great Britain",1,0
"L1H1-N1N",NA,"Sir John Stewart, Lord of Bonkyll and Garlies","1245 - 1298",NA,53,"UK:Great Britain",9,6
"GC26-2XH",NA,"Nicholas de Graham","1242 - 1304",NA,62,"UK:Great Britain",3,6
"GVM3-TT6",NA,"Mary Strathearn","1248 - 1318",NA,70,"UK:Great Britain",3,2
"GWBM-VYS",NA,"Robert De Bethune","1230 - Unknown",NA,NA,"UK:Great Britain",1,0
"GWBM-N18",NA,"Jeanne De Coucy","1230 - Unknown",NA,NA,"UK:Great Britain",1,0
"MPY6-KXH",NA,"Robert VI dit Passemer d'ESTOUTEVILLE","1240 - Unknown",NA,64,"France",8,1
"KHFH-JFQ",NA,"Jeanne Alix BERTRAN de BRICQUEBEC","1255 - 1311",NA,56,"France",8,2
"LDW2-5R5",NA,"Alexander Macdougall","1250 - 1308",NA,58,"UK:Great Britain",6,6
"GDLZ-GQW",NA,"Julienne Comyn","1251 - 1337",NA,86,"UK:Great Britain",5,3
"GD22-V1M",NA,"Thomas Isaac","1274 - 1365",NA,91,"UK:Great Britain",1,0
"GL7J-9XL",NA,"Isabel Matilda Mar","1274 - 1320",NA,45,"UK:Great Britain",1,0
"LXS8-GFV",NA,"Elizabeth de Burgh, Queen of Scots","1274 - 1327",NA,53,"UK:Great Britain",8,12
"LBYP-3ZX",NA,"Simon d'Anvers","1256 - 1331",NA,75,"UK:Great Britain",4,6
"GQV3-SBK",NA,"Alice Cook","1262 - 1364",NA,102,"UK:Great Britain",4,0
"G8BG-Z2L",NA,"Isabel De Shutford","1275 - 1350",NA,75,"UK:Great Britain",1,0
"GSNB-VZD",NA,"Sir Adam or Alan Brancestre","1280 - 1330",NA,50,"UK:Great Britain",2,0
"GSNB-DRD",NA,"Imania de Clifford","1290 - Unknown",NA,NA,"UK:Great Britain",2,0
"974G-W22",NA,"Henry Mile","1300 - Unknown",NA,NA,"UK:Great Britain",1,0
"G7WW-4CX",NA,"Simon De Verney","1256 - Unknown",NA,NA,"UK:Great Britain",2,1
"GHCC-HFX",NA,"Alice Cook","1263 - Unknown",NA,NA,"UK:Great Britain",2,0
"GXFG-J2M",NA,"John de Langley","Unknown - 1307",NA,34,"UK:Great Britain",1,1
"27G1-NCN",NA,"Alice de Hills","1280 - 1314",NA,34,"UK:Great Britain",1,0
"GWSM-KVP",NA,"Henry de Bereham II","1258 - 1289",NA,31,"UK:Great Britain",1,0
"G39H-4JW",NA,"Elizabeth Colepepper","1259 - 1288",NA,29,"UK:Great Britain",1,0
"GQ1D-TBH",NA,"Richard Colepeper II","1271 - 1318",NA,48,"UK:Great Britain",1,2
"G2LB-BJX",NA,"Joan Naylor","1272 - 1299",NA,27,"UK:Great Britain",1,0
"K2H7-HSK",NA,"Ralph Rishton","1350 - 1417",NA,67,"UK:Great Britain",3,0
"GLR6-FT2",NA,"Mrs Ralph Riston","1350 - Unknown",NA,NA,"UK:Great Britain",1,0
"G9CY-JRT",NA,"Alice Clayton","1345 - 1370",NA,25,"UK:Great Britain",1,0
"L712-ZPJ",NA,"Peter Holt","1350 - Unknown",NA,NA,"UK:Great Britain",1,0
"L712-Z5T",NA,"Mrs. Anne Holt","1350 - Unknown",NA,NA,NA,1,0
"L2T8-5N5",NA,"Thomas Tildesley","1315 - 1395",NA,80,"UK:Great Britain",1,0
"MD77-66X",NA,"Ellen Goodwin Sale","1830 - Unknown",NA,NA,"UK:Great Britain",6,0
"LVYJ-NKV",NA,"Jordan de Worsley","1312 - 1366",NA,54,"UK:Great Britain",1,5
"LVYJ-KLV",NA,"Margaret","1315 - 1373",NA,58,"UK:Great Britain",1,0
"GN1T-CJW",NA,"Henri de Bar IV, Count of Bar","1317 - 1344",NA,27,"France",2,2
"GDC9-ZXC",NA,"Yolande de Dampierre","1324 - 1395",NA,71,"France",2,2
"L5DP-J2M","Q169992","Jean II ""Le Bon"" de France Roi de France","1319 - 1364","https://en.wikipedia.org/wiki/John_II_of_France",44,"France",12,4
"9SMG-RXK",NA,"Bonne de Luxembourg","1315 - 1349",NA,34,"Czech Republic",10,6
"GVSF-6JF",NA,"Enguerrand VI de Guînes-Coucy","1304 - 1346",NA,42,"France",7,11
"GNH9-88R",NA,"Catharina Herzogin von Österreich","1320 - 1349",NA,29,"Austria",3,1
"LY39-24N",NA,"Diego Gómez de Toledo Señor de Casarrubios del monte, Notario y Alcalde Mayor","1330 - 1373",NA,43,"Spain",7,3
"LYBN-ZV2",NA,"Ines Alfonso de Ayala","1328 - 1403",NA,76,"Spain",7,18
"G6LT-1WN",NA,"Roger de Betteshorne","1295 - 1343",NA,48,"UK:Great Britain",2,0
"G7V3-KBW",NA,"Margaret of Mere","1300 - 1349",NA,49,"UK:Great Britain",2,0
"G6MD-HF9",NA,"John Porter II","1285 - Unknown",NA,NA,"UK:Great Britain",4,2
"G6D2-MG1",NA,"Elizabeth Umfreville","1287 - Unknown",NA,NA,"UK:Great Britain",3,0
"GXGB-PX5",NA,"Sir John de Paveley","1296 - 1391",NA,95,"UK:Great Britain",2,1
"GMNF-L6V",NA,"Joan Sturly or Sturry","1362 - 1413",NA,51,"UK:Great Britain",1,0
"GZ8H-3GZ",NA,"Sir William Paulet","1271 - 1325",NA,54,"UK:Great Britain",1,1
"GM3T-MRN",NA,"Idones de Kayle","1275 - 1297",NA,23,"UK:Great Britain",1,0
"GHMM-6XP",NA,"Sir Thomas De Reyney","1295 - 1328",NA,33,"UK:Great Britain",2,0
"GGRW-KTM",NA,"Mrs. Thomas De Reyney","1295 - Unknown",NA,NA,"UK:Great Britain",2,0
"GZVM-MY6",NA,"William Creedy","1299 - 1367",NA,68,"UK:Great Britain",3,0
"GN4Q-ZYC",NA,"Anne De Beaumont","1300 - 1345",NA,45,"UK:Great Britain",1,0
"GDF9-LCK",NA,"John Wake","1282 - 1348",NA,66,"UK:Great Britain",3,0
"MHCT-6T1",NA,"Alice Blisworth","1300 - Unknown",NA,NA,"UK:Great Britain",3,0
"GSKB-J6H",NA,"Roger de Beauchamp I","1315 - 1380",NA,65,NA,3,0
"LDPY-Q5B",NA,"Sibyl Pateshull","1319 - 1359",NA,40,"UK:Great Britain",3,5
"LY7N-QKG",NA,"William Boteler I","1276 - Unknown",NA,54,"UK:Great Britain",4,3
"LY31-H9W",NA,"Sybil","1280 - 1337",NA,58,"UK:Great Britain",4,0
"LZ29-XPP",NA,"Robert De Plumpton III","1268 - 1325",NA,57,"UK:Great Britain",4,8
"GVMW-GPF",NA,"Lucia De Ross","1270 - 1332",NA,62,"UK:Great Britain",4,0
"G73Y-3QS",NA,"William De Standish","1256 - 1322",NA,66,"UK:Great Britain",2,10
"G2L4-3XZ",NA,"Margaret Euxton","1264 - 1322",NA,58,"UK:Great Britain",2,0
"GGNZ-VW3",NA,"William de Lee","1275 - 1353",NA,78,"UK:Great Britain",1,0
"GMXX-7R3",NA,"Isabell Courtenay","1283 - Unknown",NA,NA,"UK:Great Britain",2,0
"KHVF-9ZQ",NA,"Hugh Courtenay I","1249 - 1292",NA,42,"UK:Great Britain",9,2
"LC8M-2XD",NA,"Eleanor Despencer","1252 - 1328",NA,76,NA,10,8
"G8WD-HG7",NA,"Robert Neville","1271 - 1313",NA,42,"UK:Great Britain",1,3
"GZK1-3J1",NA,"Isabel Byron","1270 - Unknown",NA,NA,"UK:Great Britain",1,1
"GKJ5-ZNV",NA,"Sir Hugh de Atherton","1250 - 1292",NA,42,"UK:Great Britain",3,0
"GSV9-H38",NA,"Agnes DE MOLYNEUX","1255 - 1339",NA,84,"UK:Great Britain",4,8
"LHD8-QGP",NA,"Sir William de la Pole","1270 - 1328",NA,58,"UK:Great Britain",3,0
"GSCQ-7CY",NA,"Elena","1272 - 1338",NA,66,"UK:Great Britain",3,0
"LBCN-GPH",NA,"Walter Norwich","1274 - 1329",NA,55,"UK:Great Britain",7,0
"LBCN-YS6",NA,"Catherine de Hethersett","1275 - Unknown",NA,68,"UK:Great Britain",7,2
"LRW6-SVQ",NA,"Robert FitzNeale","1300 - 1351",NA,52,"UK:Great Britain",1,0
"GDBH-2X7",NA,"Mrs Robert FitzNeale","Unknown - Unknown",NA,NA,NA,1,0
"G81F-2SH",NA,"John De Olney I Lord Of Haversham","1273 - 1325",NA,52,"UK:Great Britain",2,0
"G21N-H3B",NA,"Lady Maud de Haversham","1273 - 1329",NA,56,"UK:Great Britain",5,0
"G3ZV-PQ1",NA,"Thomas Abberbury","1308 - 1346",NA,39,"UK:Great Britain",3,1
"G3ZV-KC1",NA,"Steeple Aston","Unknown - 1353",NA,55,"UK:Great Britain",3,0
"M1XR-YZ5",NA,"Alexander Bozum","1300 - 1390",NA,90,"UK:Great Britain",2,0
"GDGB-4XC",NA,"Mrs. Alexander Bozun","1304 - Unknown",NA,NA,"UK:Great Britain",1,0
"GFFY-8C9",NA,"Maude Le Strange","1321 - Unknown",NA,NA,"UK:Great Britain",2,0
"GKYX-59P",NA,"William Vaux","1324 - Unknown",NA,48,"UK:Great Britain",1,2
"GKYX-1FX",NA,"Joan","1325 - 1345",NA,20,"UK:Great Britain",1,0
"GXJ2-JRK",NA,"John Thirning","1318 - Unknown",NA,NA,"UK:Great Britain",2,0
"GDXQ-BSB",NA,"Joan","1322 - Unknown",NA,NA,"UK:Great Britain",2,0
"GDX7-9C8",NA,"Thomas Drakelowe","1320 - 1369",NA,49,"UK:Great Britain",3,0
"GXVS-W4L",NA,"Alice de Wyleby","1325 - 1420",NA,95,"UK:Great Britain",3,0
"LDSQ-Q9M",NA,"Peter de Salford","1313 - 1375",NA,62,"UK:Great Britain",1,0
"GXVM-V7Y",NA,"Joan","1330 - 1357",NA,27,"UK:Great Britain",1,0
"LCXX-PVT",NA,"Sir John Moleyns","1304 - 1360",NA,56,"UK:Great Britain",4,2
"L2CW-4Z6",NA,"Gille Egidia de Mauduit","1308 - 1367",NA,59,"UK:Great Britain",4,1
"LZPK-5YX",NA,"Edmund Bacon","1289 - 1336",NA,47,"UK:Great Britain",2,1
"LHDW-M34",NA,"Margery Poynings","1298 - 1349",NA,51,"UK:Great Britain",1,2
"LYD4-KBV",NA,"John de Beaumont 2nd Lord Beaumont","1317 - 1342",NA,24,"UK:Great Britain",1,10
"GFG7-BBZ",NA,"Margery Lyne","1309 - 1336",NA,27,"UK:Great Britain",1,0
"LHL1-SXX",NA,"Richard Rosse","1300 - Unknown",NA,NA,"UK:Great Britain",2,0
"G2TW-JB1",NA,"Mrs. Richard Rosse","1302 - Unknown",NA,NA,"UK:Great Britain",2,0
"LHRY-3ZR",NA,"Saher de Rocheforde","1320 - 1350",NA,30,"UK:Great Britain",1,0
"GMNF-F91",NA,"Joan Hillary","1325 - 1350",NA,25,"UK:Great Britain",1,0
"9C79-9K1",NA,"Sir Hugh de Hastings","1336 - 1369",NA,33,"UK:Great Britain",5,6
"L62X-VD6",NA,"Margaret Everingham","1331 - 1375",NA,44,"UK:Great Britain",5,6
"G2DJ-HXK",NA,"William Tailboys","1315 - 1365",NA,50,"UK:Great Britain",3,5
"9H8J-BGW",NA,"Margaret Egglescliffe","1299 - Unknown",NA,NA,"UK:Great Britain",3,0
"M663-2V6",NA,"Sir Gilbert de Boroughdon Sheriff of Northumberland","1300 - 1342",NA,42,"UK:Great Britain",1,0
"GS54-NV9",NA,"Elizabeth de Umfreville","1305 - Unknown",NA,75,"UK:Great Britain",1,4
"GQ82-Q8Z",NA,"John Mautravers","1310 - Unknown",NA,42,"UK:Great Britain",1,0
"GQ82-Y58",NA,"Elizabeth Syfrewast","1315 - Unknown",NA,38,"UK:Great Britain",1,1
"LR92-KXG",NA,"William d'Aumarle","1320 - 1361",NA,41,"UK:Great Britain",4,0
"MMFH-QJW",NA,"Agnes Helen de Meriet","1327 - 1363",NA,36,"UK:Great Britain",4,1
"M7VY-65F",NA,"Mr Corbet","1381 - Unknown",NA,NA,"UK:Great Britain",1,0
"M7VY-65P",NA,"Ade Mrs Corbet","1385 - Unknown",NA,99,"UK:Great Britain",1,0
"LH73-3XB",NA,"Andrew Sackville","1286 - 1330",NA,44,"UK:Great Britain",2,0
"9S9G-68S",NA,"Joan Mortimer","1292 - 1319",NA,27,"UK:Great Britain",2,3
"LDCW-F2Y",NA,"John de la Beche","1288 - 1328",NA,40,"UK:Great Britain",2,1
"M44X-GL8",NA,"Isabelle De Elmridge","1290 - Unknown",NA,NA,"UK:Great Britain",2,0
"GQ5J-XHN",NA,"John Wardedieu","1323 - Unknown",NA,53,"UK:Great Britain",1,0
"G2L1-4DW",NA,"Elizabeth Neville","Unknown - Unknown",NA,NA,"UK:Great Britain",1,0
"G8GQ-PQL",NA,"John Wakehurst","1305 - Unknown",NA,NA,"UK:Great Britain",1,0
"G8GQ-KTJ",NA,"Catherine Ifield","1311 - 1338",NA,27,"UK:Great Britain",1,0
"M727-TDB",NA,"Hamo Atte Gate","1313 - Unknown",NA,NA,"UK:Great Britain",1,0
"GW41-PJH",NA,"Roger Digges","1312 - 1375",NA,63,"UK:Great Britain",1,1
"GLCS-TFX",NA,"Albina Northwode","1315 - 1395",NA,80,"UK:Great Britain",1,4
"G7L6-WZQ",NA,"Sir William Horne","1345 - Unknown",NA,NA,"UK:Great Britain",2,0
"GVSW-LLP",NA,"Horne","1346 - Unknown",NA,NA,"UK:Great Britain",2,0
"LHGH-ZN3",NA,"Philip de Fleg","1250 - 1287",NA,37,"UK:Great Britain",1,1
"G2QK-YQ9",NA,"Mrs. Philip de Fleg","1251 - Unknown",NA,NA,"UK:Great Britain",1,0
"L2S3-8HJ",NA,"thomas le childe","1332 - 1383",NA,51,"UK:Great Britain",3,2
"G2CF-7BL",NA,"Mrs Thomas le Childe","1335 - Unknown",NA,NA,"UK:Great Britain",3,0
"L5GM-D22",NA,"John de Clipton Esq.","1342 - Unknown",NA,NA,"UK:Great Britain",1,0
"G2CX-516",NA,"Mrs John de Clipton Esq.","1344 - Unknown",NA,NA,"UK:Great Britain",1,0
"94RF-HBV",NA,"William Whitton","1310 - Unknown",NA,NA,"UK:Great Britain",1,0
"GDGD-8GR",NA,"mis whitton","1320 - Unknown",NA,NA,"UK:Great Britain",1,0
"LKFQ-XKG",NA,"Treadway","1350 - Unknown",NA,NA,"UK:Great Britain",2,0
"GZWC-25N",NA,"Margaret","1350 - Unknown",NA,NA,"UK:Great Britain",2,0
"L673-4RT",NA,"Nicholas Dimmock","1220 - Unknown",NA,NA,"UK:Great Britain",1,0
"GNNS-BWL",NA,"Margaret Welles","1232 - 1280",NA,48,"UK:Great Britain",1,0
"L4JH-PZ2",NA,"Hugh du Plessis Baron of Arundel","1237 - 1292",NA,55,"UK:Great Britain",11,2
"LVZJ-SX1",NA,"Joan De Hoyville","1245 - Unknown",NA,NA,"UK:Great Britain",7,1
"GHKX-FMK",NA,"Nicholas de Ludlowe, Ludlow","1240 - 1300",NA,60,"UK:Great Britain",5,0
"G4MC-KHS",NA,"Agnes Audley","1257 - 1296",NA,39,"UK:Great Britain",1,0
"LV54-P78",NA,"Philip Marmion","1210 - 1291",NA,81,"UK:Great Britain",5,3
"2MGL-4N2",NA,"Mary Cantilupe","1235 - 1285",NA,50,"UK:Great Britain",2,10
"G6FW-GB6",NA,"Robert de Wyham","1285 - Unknown",NA,NA,"UK:Great Britain",1,0
"GNRL-HF1",NA,"Henrietta de Mortaigne","1290 - Unknown",NA,NA,"UK:Great Britain",1,0
"LHL4-NYK",NA,"Edmund de Rye","1308 - 1332",NA,25,"UK:Great Britain",4,0
"G72Y-6Y6",NA,"Elizabeth Marmion","1290 - 1371",NA,81,"UK:Great Britain",2,0
"LVLH-XQL",NA,"Nicholas Bonville","1293 - 1354",NA,61,"UK:Great Britain",5,4
"L628-4WJ",NA,"Joan Champernon","1299 - 1340",NA,41,NA,4,6
"G7TS-9MZ",NA,"William Heron I","1304 - 1379",NA,75,"UK:Great Britain",5,3
"L7GK-SKV",NA,"Isabel de Grey","1315 - 1367",NA,52,"UK:Great Britain",5,4
"GZY1-3Q5",NA,"Robert de Ogle vp","1331 - 1355",NA,23,"UK:Great Britain",1,2
"G84G-FVP",NA,"Helen Bertram Baroness of Bothall","1341 - 1403",NA,62,"UK:Great Britain",1,0
"GZ1W-TSG",NA,"Jenkins Kynaston","1330 - 1389",NA,59,"UK:Great Britain",6,2
"LVS5-DPB",NA,"Anne FitzAlan","1350 - 1416",NA,66,"UK:Great Britain",1,0
"GHG8-8CT",NA,"John Hoorde - Lord of Walrod","1285 - Unknown",NA,NA,"UK:Great Britain",3,0
"G699-3X2",NA,"Blorod","Unknown - Unknown",NA,NA,NA,2,0
"L7JX-7N9",NA,"Madog ""Llwyd"" ap Gruffudd","1330 - 1358",NA,28,"UK:Great Britain",1,0
"93QH-ZHN",NA,"Lleucu ferch Iorwerth","1325 - 1358",NA,33,"UK:Great Britain",1,1
"93F4-F8M",NA,"Sir John Upton Macclesfield de Hanmer","1277 - 1308",NA,31,"UK:Great Britain",3,5
"93F4-FZ6",NA,"Hawise verch Einion","1280 - 1300",NA,21,"UK:Great Britain",5,0
"GJFZ-ZG9",NA,"Daffydd ap Rhirid","1280 - Unknown",NA,NA,"UK:Great Britain",3,0
"GJFZ-RQW",NA,"Gwenhwyfar ferch Ednyfed","1285 - Unknown",NA,NA,"UK:Great Britain",3,0
"L16J-D3W",NA,"Gruffydd Llwyd ap Llywelyn Later made Lord of Gellingham","1257 - Unknown",NA,NA,"UK:Great Britain",1,0
"L16J-29J",NA,"Tangwystl ferch leuaf ab Mareddydd ap Madog of Bodiudris","1283 - Unknown",NA,NA,"UK:Great Britain",1,0
"L4HF-4VG",NA,"Madog Fychan ap Madog Crypl","1260 - 1306",NA,46,"UK:Great Britain",1,0
